review,sentiment
"About the baby: Why wasn't big brother assuming he'd be hungry for a bottle or some nourishment or a diaper change? He should have been screaming non-stop after that many hours without care. Definitely stupid to take the baby from a safe place when he didn't need to.<br /><br />And why was the road miraculously clear whenever anyone wanted to drive somewhere? Didn't any uprooted trees fall on the roads and block them?<br /><br />I can't imagine the cops at the roadblock not immediately following after any young person who would crash it, especially when they said it was dangerous to go there.<br /><br />That being said, it was nice to have a movie children could safely watch, for a change.",negative
"Terry Gilliam's and David Peoples' teamed up to create one of the most intelligent and creative science fiction movies of the '90's. People's proved a screenplay with bizarre twists and fantastic ideas about the nature of time  I especially love the idea one can't change the past; it's a nice counterpoint to so many time-travelling movies which say otherwise  biological holocausts and the thin line between sanity and madness. Gilliam visualized his ideas with unique quirkiness, perfection and originality.<br /><br />The story itself is engaging: one man, James Cole (played by Bruce Willis in a heart-warming performance) travels several decades to the past to retrieve information about a virus that's wiped out mankind and left only a few survivors alive living underground: with the information he'll collect, scientists hope to find a cure so everyone in the future can return to the surface. But because their time-travelling technology isn't perfect, he ends up being sent towards different other pasts and complicating things. And from that a brilliant science fiction thriller with shades of film noir ensues as the multiple pieces of a huge jigsaw start fitting together to form a bizarre narrative involving animal right activists, end of the millennium paranoia, biological weapons, the perception of reality, and the definition of sanity. With such a complex movie, it was easy for Gilliam and Peoples to create a mess, but instead Twelve Monkeys is a thought-provoking narrative which will please those who like to be challenged and have patience to appreciate some crazy ideas.<br /><br />I watched this movie once around 10 years ago. It marked me a lot: I remember still thinking about many days after-wards; for my young mind this seemed quite mind-blowing and it was one of the first movies to make me appreciate cinema as something serious and important. I've re-watched this movie a few days ago on DVD and it's better than I remembered it. Brad Pitt still steals all the scenes he's in, playing Jeffrey Goines  almost a prelude to his Tyler Durden character in Fight Club  a rich kid with some anarchist/non-conformist ideas who's also crazy and, according to Cole, perhaps responsible for the virus. The scenes between Jeffrey and Cole in the madhouse are the best in the movie, Pitt's eyes, voice and quirky mannerisms convince you he's really a crazy guy locked in a warped logic only he understands. Pitt's Oscar nomination was well deserved! Surprising was also Bruce Willis' performance: his I didn't remember very well, but it's beautiful and full of sensibility; he plays a man who spent almost all his life underground, and when he comes to the past you'll share his childish fascination with something as simple as breathing the fresh air of the morning or watching the sun go up. Cole is a rather ambiguous character, Peoples' tried to imbue some darkness in him, and he does other disturbing things to other people and to himself: the scene where he removes his own teeth reveals how far his dementia has gone unchecked. Ironically Cole didn't start as a crazy character, but when he starts warning everyone about the end of the world, he's considered mad and convinced it's all in his mind, until he arrives at a point when he can't distinguish past from future, reality from fiction. Willis spends a lot of time looking confused and insecure, and it works perfectly. One of the fun twists in the narrative is when Cole's shrink, Dr. Kathryn Railly, finds undeniable proof he's really from the future and now has to convince him again of his mission to save the world. The screenplay is full with weird twists like this and it keeps the movie in a fast pace. Their relationship is also well-handed, although perhaps a bit compressed for time's sake. But I enjoyed watching Cole and Railly falling in love and trying to escape the authority of the future to live a peaceful life in the past. But then things end in a tragic/bittersweet climax at an airport, wrapping all the pieces together, which will blow many minds away.<br /><br />There are two great endings in this movie, a twist in the sense of Se7en or Fight Club, and a more intimate ending where Railly is crouching next to Cole who's just been shot and looking around for a younger James Cole who's witnessing his future self die; the two share a brief look, and she smiles at him. The twist is brilliant, but I prefer this ending for emotional impact. Madeleine Stowe is very good playing Dr. Railly, she drew many different emotions from me in her performance. The movie is filled with a sense of fatalism with the idea the past can't be changed: this movie shows that in a terrifying way. It reminds me of Chinatown in that sense, the way Jake Gittes messes everything up the more he tries to help. Railly's character shares that fatalism, the more she tries to help Cole  first dealing with his 'madness' then helping him in his mission  the more they're sucked into tragedy.<br /><br />The twist ends with a hopeful note, though, with the feeling Cole's mission hasn't been in vain. Twelve Monkeys is a great movie to watch if one wants to be entertained; it's not supposed to be art, although it's more artists than many artistic movies. It's an unpretentious movie where all elements, from music to editing to costume design, etc., came together beautifully to produce a modern cinema masterpiece.",positive
"Nominated for the oscar ""worst script ever"" in my opinion. There's no decent story, rediculous acting, VERY lousy humor. By every means possible, if you have little self respect please don't waste your time seeing this movie. Although u can see the actors CAN act, it leaves you dumber after watching it. Precious braincells are being killed watching this crap...<br /><br />i warned u<br /><br />DON'T SEE THIS MOVIE",negative
"Although many audio recordings of great musicians like Jascha Heifetz survive, the cinematic or televised record is limited indeed. This is why musical offerings like ""They Shall Have Music"" are such rare gems. While, with modern eyes and ears, one can quibble about the plot, the perceptive viewer should put this film's unique delights in their proper perspective. The plot was designed to appeal to both young and old audiences of the era, but it remains enjoyable to this day. A important aspect of the experience of watching classic films is to see them through the eyes of the moviegoer of that era.<br /><br />I must take issue with reviewer who complains about a film that is in black and white, or who feel obliged to report that their students express such reservations. These are juvenile complaints which reflect a limited historical perspective. For the teacher, this should offer up an educational opportunity to explain the unique qualities of black and white photography and its place in cinematic history. Color can, in fact, get in the way of a good storyline, or the music. For example, the black and white photography of John Ford's ""Stagecoach,"" is, like the still photographs of Ansel Adams, an artistic masterpiece.<br /><br />As for Heifetz being wooden, I could not disagree more. If you want blatant emotional posturing, go to a rock concert. The role of a classical musician like Heifetz is to move the audience, not him or herself. Heifetz's emotion is conveyed through his playing, not through his body language. He had a rare ability to extract every emotional nuance out of the music and transfer it to his listeners. It is the listener who should be moved, not the artist.<br /><br />Incidentally, one reviewer asked about seeing Heifetz on YouTube playing the 1st movement of the Tchaikovsky Violin Concerto, with Frank McHugh in the audience. This is from the 1947 film ""Carnegie Hall,"" not ""They Shall Have Music"" ""Carnegie Hall"" is an even greater treasure of many great classical artists in their prime. We are blessed that there were film producers who, at least in these limited instances, chose to showcase these artists. In was still an era not totally overwhelmed by the lowest common denominator tripe we get today.",positive
"This is possibly the best short crime drama I've ever seen. The acting is superb especially Amanda Burton who's character goes from scary to sweet to disturbing to sad and then some...She does an amazing job balancing Rachels/Carlas feelings and acting out the pain of someone who's lost a child, its so believable that it feels more like a real life story then a drama. The other actors are of course great too which they usually are in British TV/Film. The ending,which I'm not going to give away,is fantastic mainly because you don't really get one... (you'll get what I mean after you've seen it) This is well worth buying and seeing over and over again and if you're not touched by this you're one cold hearted person.",positive
"I really wanted to love this film. I have read the book to my daughters and we all loved it. The book is marvelous. This film is very far from the book. The book is splendid - this film is an awful adaptation.<br /><br />In the book, Sara is honorable, kind, strong, and NEVER does anything spiteful to get back at anyone. That's the POINT of the book! She behaves as a ""princes"" regardless of circumstances. An important part of behaving like a princess is to not return unkindness. It is to behave honorably regardless of how you are being treated.<br /><br />In the book, she endures much and touches the lives of others. Other people change their behaviors after they witnessed her kindness and ability to endure without sinking to spite and vengefulness. Sara does what is right simply BECAUSE it is RIGHT.<br /><br />Outside of the bakery, she comes upon a beggar girl who is more poor and hungry than she is. She has half a dozen hot buns. She is VERY hungry. She gives one bun to this wild looking little girl huddled on the doorstep of the bakery. When she sees how ravenous the girl is and watches her gobble the bun, she gives her another. She continues to do this until she has given 3 or 4 I think - I don't remember how many.<br /><br />The baker is watching through the window. She is so moved by what she has witnessed, she takes the beggar girl in and raises her as her own daughter. Other people are similarly influenced by Sara.<br /><br />And in the book, her father has died. The man next door is her father's partner - he has been looking for her. Her father did not lose his money after all - the man is thrilled to find Sara; he takes her and Becky into his home and raises them as his daughters. And Sara has her full inheritance, of course.<br /><br />Miss Minchin is not a chimney sweep. In fact, she remains in her same post at the school. But she is humiliated as Sara has told her new guardian of the cruel treatment she received. And Sara does speak to Miss Minchin in the end - Miss Minchin is trying to minimize her treatment of Sara and Sara with a calm steadfast demeanor, instructs Miss Minchin that she had been cruel.<br /><br />There is no comeuppance for Miss Minchin. She continues on in her miserable existence. It does not matter - what matters is that Sara has a home with a guardian who loves her - and her dearest friend in the world, Becky, is now for all intents and purposes, her sister.<br /><br />The book is about love and honorable behavior under the worst of circumstances. It is about self control and humility. It is a wonderful book. This film does NOTHING to capture the true story and messages of the book. My wife was so disgusted with it, she wanted to leave the theater in the middle, but we decided to stick it out. We were not rewarded.<br /><br />I cannot for the life of me think of a reason the film makes should alter this excellent book in such a bad direction. Perhaps it was the influence of the ghastly screenplay from the book that Shirley Temple acted in. I don't know - but this film is so far from the book in character and values that I do not recognize it.<br /><br />Don't waste your time - buy the book. It is unforgettable... even for a dad!",negative
"I'm sorry to see that it has been rated that low by many people. The series started off very good and after the first season it wasn't that good.<br /><br />People tend to forget the beginning of something and only look at the end. This is not good to do, you should look at the total, not the end result. It is sad that a lot of the ""usual"" characters died but, damn, we had a lot of nice NEW characters.<br /><br />Please do not attach yourself to a few characters but attach yourself to the series, the plot. Please do understand that I didn't like it when Boone died, when Augur died but well... it needs to be done. Can you imagine that everyone keeps living the whole series when they are in a lot of danger all the time? Come on, face it, if they didn't die they would be invincible. In this way you will always keep the tension, will he survive, will he die? I do realize that people attach their selves to characters, I do that too. My favorite character was Augur, the one who could get into every computer he wanted. He was the one who was mysterious, he could do things with the computer no one else could do.<br /><br />I wish to make one statement to all the people who vote negative, does a series which started so good deserve to have such low rating? Should we look at the final season instead of the total? Should we not see how good the series was when it started? Should we not see how much we enjoyed it?",positive
"I usually like hongkong - martial arts - fantasy movies but I hated this one. Once Upon A Time In China, Shogun Assassin, A Chinese Ghost Story and even Big Trouble In Little China are my favorites but this film sucked! Too much fancy tricks and stupid story.<br /><br />4/10",negative
"Any time a movie is so myopic in its desire to present a particular ending or viewpoint that it simply doesn't bother with an actual story, it's annoying. Those are the types of movies where the ending or viewpoint is conceived first, and the story simply tacked on. For this reason we often talk of the story ""jumping through hoops"" as it twists about, trying in vain to progress to the preordained ending in a logical fashion.<br /><br />The story in ""Comet Over Broadway"" doesn't just jump through hoops, it's a three ring circus. It's so ludicrous, so ill-conceived, so disingenuous that, if you are prone to speaking aloud to the screen, you will be carrying on quite a rant before it's through.<br /><br />The central theme of this screenplay cesspool is that of a woman choosing between family and profession. Since it's all so horribly muddled it will end up offensive to people of either opinion. So, in the end there's no point to the story, the theme becomes irrelevant and, as is often the case with poor screenplays, the acting doesn't save a thing.",negative
"I haven't read a biography of Lincoln, so maybe this was an accurate portrayal......<br /><br />And maybe it's because I'm used to the equally alienating and unrealistic worshiping portrayals that unnaturally deify Lincoln as brilliant, honorable, and the savior of our country......<br /><br />But why would they make a movie representing Lincoln as a buffoon? While Henry Fonda made an excellent Lincoln, his portrayal of him as an ""aw shucks, I'm just a simple guy"" seemed a little insulting.<br /><br />[Granted, that was Bushie Jr.'s whole campaign, to make us think he was ""just a regular guy"" so we wouldn't care that he's a rich & privileged moron -- but that's a whole other story.]<br /><br />Not only did the film show Lincoln as sort of a simple (almost simple-minded) kind of guy , the film states that Lincoln just sort of got into law by accident, and that he wasn't even that interested in the law - only with the falsely simplistic idea of the law being about rights & wrongs. In the film he's not a very good defense attorney (he lounges around with his feet on the table and makes fun of the witnesses), and the outcome is mostly determined by chance/luck.<br /><br />Furthermore, partly because this was financed by Republicans (in reaction to some play sponsored by Democrats that had come out) and partly because it was just the sentiment of the times, the film is unfortunately religious, racist and conservative.<br /><br />Don't waste your time on this film!",negative
"**** WARNING: here be spoilers **** Why do I waste my hastily fleeing years watching garbage like this? This film is an impressive collection of clichés, poor writing, worse directing, and then we haven't even got to the acting yet. <br /><br />And of course, you can predict the whole story from beginning to end.<br /><br />Hero expert fights against stupid, corrupt and incompetent henchmen. One avalanche goes off, burying all the heroes who somehow manage to get out alive in spite of going through all sorts of cliffhanger perils. Corrupt partner who caused the whole thing gets fried alive together with his payoff money. Second avalanche heroically deflected by renegade expert's adventurous experiment. Evil henchmen in the end turn out to have a heart as well. Troubled teenager falls into the arms of her crusty stepmother after being saved by her. Etc, etc, etc, etc, on and on it goes. <br /><br />In fact, there's little reason to warn for spoilers. You could probably work the whole plot out if I gave you the basic ingredients. At least, I wasn't too wide off the mark most of the time, anticipating what would happen next.<br /><br />And then we haven't discussed the factual errors.<br /><br />I agree with a previous commentator that even though there are usually SOME redeeming features even of a bad movie. you'd be hard pressed to find any in this one. I suppose I gave it 2 out of 10 for some nice scenery shots, but that's it.<br /><br />It's been some time since a film made me groan, but this one certainly did.",negative
"Definitely, definitely the worst film I've ever seen, no questions asked! Contradictors of this opinion might argue that this title should not be judged by the same criteria as others, since it's an independent, low-budget film, but c'mon already  the amateurism and meager innovation is horrifying.<br /><br />Agreeing with everything that has been said about this film, for example the mind numbingly weak acting (when it's this bad you take another go at shooting the scene, god damn it), the thing I found the most annoying was the total lack of common sense in the script, assuming such a thing existed during the production. There was an obvious absence of a dialogue with respect for the viewers, the girls switched personalities several times and they seemed to show absolutely no sing of any rationality or even brains - five relatively fit girls against one slight female psychopath  gang up on her, why don't you?<br /><br />The only thing that can be regarded as somewhat of a conquest for this title is the camera not leaving the van at any time thus the viewer seeing everything from inside it - which is, as the rest of the film, a good idea executed exponentially dreadfully.<br /><br />oh and by the way, this movie is NOTHING like The Blair Witch Project or Cloverfield or any other title filmed with a hand-held camera  this is an effect and not a trait! Used cleverly it can be breathtaking, but in this case it's an excuse for inadequate cinematography.",negative
"Why did I have to go out and buy (yes buy!) JACK FROST 2: REVENGE OF THE MUTANT KILLER SNOWMAN??? Maybe it was a burst of temporary mental derangement? But I'm guessing it's because I kind of enjoyed the first JACK FROST. It was a silly but funny horror-comedy which had some okay effects by Screaming Mad George. That and the fact that on the back-cover of the sequel there was this nice picture of this guy impaled by this giant icicle (coming out of his mouth with a lot of blood and all). So I thought: if it's as idiotic as the first and has some nice splatter/gore in it, it should be fun, right? Well, I was so dead wrong! <br /><br />Let me first say that the movie deserves some credit for having an immensely insane and retarded plot. I mean, a mutant killer snowman on a tropical island that spawns mutant killer baby snowballs which can only be killed or harmed by bananas??? As much as I love the premise, I really hated the movie. First of all: while the first JACK FROST looked like an actual movie (seemingly being shot on real film and all), this sequel has the look and feel of a third-rate soap-opera. It has this way too slick shot-on-video look. The lighting is just plain awful (bright white spots for the day look, and stupid colors like blue and green at night). The acting... well don't even go there. The dialogues range from stiff to extremely senile (that Jamaican man was just moronic, saying ""man"" after every sentence). And when it comes to the voice of the killer snowman, all I could think of was a seventh-rate Chucky from CHILD'S PLAY spewing dumb and supposedly witty one-liners before he kills someone.<br /><br />The best joke was were one guy asks ""Why are you talking to your watch?"". And the best scene was undoubtedly the one with that beautiful Asian chick popping up out of nowhere and taking a swim in the pool totally naked (thank god for that!). Oh, yeah, and that little scene over the end-credits with those two Japanese dudes on a miniature ship being badly dubbed had me laughing too. But the worst thing about this movie was: Where was the gore and splatter action everyone is talking about? There were plenty of occasions to show some decent gory killings. A lot of people were killed off in original ways here, but all off-screen. Like I've read in many other comments, there were indeed nice set-ups to a head explosion, a crushed body, eyes being poked out, tongue ripped out,... but on the crucial moments the editor cuts away to some blood splatters on the floor or nothing at all. That frontal shot of that British guy being impaled (from the back-cover of the DVD) wasn't even in the movie. I only saw that particular killing filmed from the back (meaning I didn't see sh!t!). I was waiting throughout the whole movie for that to happen, and then I get to see nothing?!?! What a let-down! Could it be that I saw a cut version of the movie? That would be a shame, 'cause only a decent amount of splatter-fun could have saved this movie if you ask me. Seeing a lot of killer snowballs reduced to bloody pulp just didn't cut it for me. Speaking of those snowballs: they were done very poorly. They made MUNCHIES look like state-of-the-art 'animatronics'. But I guess that was the whole point of it. At some point, the special effects crew even turned to some laughably bad CGI. Boy, you really have to see it to believe it. Best is to not see it, actually, 'cause this flick is just too bad (okay, I did laugh with it, for it kept getting worse and worse). Just stick with the first JACK FROST (1996) and you'll be okay (just bare in mind that it's a pretty silly horror-comedy but fun in it's own right).<br /><br />It's funny, but writer/director Michael Cooney somehow must have realized that he was a pretty bad director after JACK FROST 2, and then focused on writing. Turns out he then wrote two pretty good thriller screenplays for THE I INSIDE (starring Ryan Phillippe) and IDENTITY (starring John Cusack). So the man seems to have some talent after all.<br /><br />Now it would be far too easy to give JACK FROST 2 the lowest rating possible. So I say one point for that naked Asian babe doing the skinny dipping and one point for those completely retarded snowball babies. Way to go Mr. Cooney!",negative
"An excellent documentry. I personally remember this growing up in NYC in the early 80's. This movie is for anyone that wasn't around during that time period.This shows the one thing the African American Gay Underclass felt was solely theirs and the love and camadrie you see is real. The people are real and sadly few are still alive as this is being written. The balls are still held but not to the extent that they were in the the nineteen eighties. That time is gone forever. This is a good pre ""homo thug"" movie. When Queens were really proud to be extroverts. Goodbye to Storyville this is another era gone but greatly documented all hail film!",positive
"This movie is really nothing besides an admittedly well-crafted series of tense sequences punctuated with an inevitable ""gotcha!"" at the end of each. Really, there is no character development and no real plot to speak of. There are only the most skeletal of motivations for the characters to do anything while they trudge forward to their unavoidable dooms. It's all just an excuse to show a creepy ghost kid (who seems to have gotten some of the family cat mixed up in his ectoplasm) and his ghost mom (with long black hair hanging in her face kind of like ""The Ring"") take down a bunch of cardboard cut-out, two-dimensional excuses for human characters.<br /><br />This English-language version of ""The Grudge"" is the equivalent of cinematic junk food; satisfying momentarily, but not really what you ought to be living on.<br /><br />Not recommended.",negative
"It was all over with the slashers around 88 so it was time for the cheesy rip offs of those older movies. The Brain is well done, the script reminded me of Videodrome but then in a more cheesy way as said before. The acting can go through with it. But it's the effects that makes you laugh, the so called Brain is really a turkey and the blood is never shown. The opening sequence is what makes this movie worth watching, the hallucinations are really nicely done and reminded me of Nightmare on Elm Street, remember the telephone coming alive.... Some how you keep watching this flick, waiting what is happening next. It's viewable for all freaks out there cause there isn't any gore in it and as said the blood isn't there neither but there is nudity for the perverts. I have seen worser movies than this one, only wished they had made it bloodier...",negative
"I'm not one of those folks who bemoans everytime a film based on an old TV show comes out. Rather, I usually run out and see it (If I had watched the show) and try to get nostalgic. But if anyone feels like running down films based on old shows, this is exhibit A (So you can actually say something more than just ""McHale's Navy""). ""Mod Squad"" is dreary, tiring, and lethargic. At least the original series was angst riddled long before anyone knew teens could be so glum, making it groundbreaking. This is just tedious. Claire Danes is nice to look at, but does nothing else but mood swing and sneak around spying on the baddies. Giovanni Ribisi's acting extent in this flick is that Droopy the Dog look for an hour and forty five minutes. And Omar Epps looks like he wants to flee the set, but the script's chlostraphobia has trapped him. Sure, the production is nice, with the now seemingly obligitory ""rave"" nightclub opening action sequence and shootouts galore. Oh, and the kids yell and get mad at each other and their superiors a lot too. It's kind of like deciding to use the Scooby Doo Mystery Machine to go on a family vacation to Hollywood with your teenage kids who you and your spouse know need heavy therapy and prescription drugs. I really wanted to like this movie, and there were promising moments, but the next scene would suck the life out of it. You can knock another Spelling remake, ""Charlie's Angels"", all you want, but at least that film knew it wanted to have fun with itself. ""The Mod Squad"" makes you wonder where the inspiration from the original series went.",negative
"*** Spoiler in fifth paragraph *** This was an amazingly frank (uh-huh, uh-huh) picture for 1955. Otto Preminger and Carlyle Productions took a chance by making it, the Motion Picture Association of America balked at certifying a film that openly shows a junky jabbing a syringe full of heroin into his arm. Frank Sinatra took a chance both on playing an addicted musician and at falling flat on his face in a role that required at least twice as much acting as he'd ever done. All in all these gambles paid off, the movie is a classic, though it's not perfect.<br /><br />Nelson Algren's novel may be great, but it has far too much going on to fit comfortably into a two hour movie 'The Man with the Golden Arm' is 119 minutes and often feels much longer. However, in my opinion it's not just Frankie Machine (Sinatra) that makes the film but the other characters and their sub-plots, all involving Frankie. Ultimately it's not just Frankie who has the addiction, everyone and everything seems to be dependent on him and he feels it keenly. When the pressure gets to be too much the drums start pounding on the soundtrack and Frankie steps across the street with his well-dressed ""friend"" Louie.<br /><br />It's an exaggeration to say that Frank Sinatra's music career was ever really in the doldrums, but in the early 50's he was in limbo between his days touring with big bands and the Las Vegas era. 'From Here to Eternity' established him as a serious actor and his career as a singer rebounded as well, but 'The Man with the Golden Arm' was still a significant challenge, the whole show sinks or swims with his performance. He pulls it off with such skill that for several minutes at a time I forgot I was watching Frank Sinatra, he must have known junky musicians and exploited that knowledge to the utmost.<br /><br />Set side by side with Billy Wilder's masterpiece 'The Lost Weekend' there is more emphasis on the sociological causes of addiction in 'The Man with the Golden Arm.' Whereas Don Birnem (Ray Milland in 'The Lost Weekend') seems to struggle mostly against himself, Frankie Machine is beset by external forces and he takes refuge in the needle. Neither approach is wholly right or wrong, mostly because addiction is impossible to fully explain, but it seems like this film might have benefited from a little more insight into Frankie's internal struggle.<br /><br />*** Spoiler *** One of the problems I have with this film is the clichéd reliance on ""quitting cold turkey."" I realize that 'The Man with the Golden Arm' was probably setting the trend rather than following it but that doesn't make it any better. In the beginning of the movie Frankie has to all appearances kicked his habit with the help of a doctor and a treatment facility of some sort. Naturally the drama of the film requires that he backslide, but I found the All-American ideal that a man has to face his problems alone (or maybe with the help of a good woman) out of place here. Going cold turkey and riding off into the sunset with Kim Novak seemed too unrealistic. The end of 'The Lost Weekend' was similar but in my opinion was a little less rosy.",positive
"Well made documentary focusing on two Sudanese refugees who get resettled in the United States. It's your basic fish out of water story with a non-fiction twist. I found it fascinating to see how Peter and Santino lived prior to coming to America and how they adapted once they arrived here (in Houston, Texas.) They expected a sort of heaven but found out that it's a lot harder than it looks to cope well in the states. They go from hopeful idealists to somewhat more realistic skeptics. Everywhere they go they meet bureaucrats with paper trails that most citizens may take for granted. They fret that they are blacker than the African-Americans here and don't feel accepted because of that. One of the ""Lost Boys"" manages to leave Houston to go to Olathe, Kansas, where he finds conditions slightly better but still less than ideal. There are people that try to help them as well as try to hurt them in this film. Not shown, but talked about, are those who put a gun to their heads and robbed them, leading one Lost Boy to comment negatively that ""all black people in America are no good."" I found it interesting, too, that they arrived in Houston in August 2001, a month before the World Trade Center was attacked by terrorists. I had hoped to see their reaction to this tragedy but it's not mentioned at all. Still, all in all, a really well done documentary with no narration. None is needed really. The ""Lost Boys"" do a fine job expounding on the events going on around them without any help at all, thank you very much.",positive
"Deeply humorous yet honest comedy about a bunch of grownups (Bill Paxton, Julie Warner, Kevin Pollak, Elizabeth Perkins, Vincent Spano, Matt Craven, and Diane Lane) who are invited back to spend a week to Tomawka, a camp in (Ontario) Canada by their former consuelor (Alan Arkin). Writer/director Mike Binder drew upon his experience at the same camp as the main source of creating a gentle and understanding yarn that makes sense. Also, the movie has plenty of funny moments, some of which are completely bizarre like my favorite, the one involves using masking tape. Newton Thomas Sigel (""The Usual Suspects"", ""Three Kings"") provides the film with some impressive shots of the Canadian wilderness. Among the cast, Sam Raimi, director of ""THE EVIL DEAD"" films and ""The Gift"", appears here as Arkin's bumbling right-hand man. One more thing, this film reassured me that a camp doesn't have to be a site of bloody murders.",positive
"This may just be the worst movie ever produced. Worst plot, worst acting, worst special effects...be prepared if you want to watch this. The only way to get enjoyment out of it is to light a match and burn the tape of it, knowing it will never fall into the hands of any sane person again.",negative
"A cheesy ""B"" crime thriller of the early '50, the story is droll, the characters wooden, Allison Hayes and Abbe Lane are the only two sexpots that make it an eye-catcher, but one short shot, only a few frames long, shows an ""el"" train crossing the river on the State Street bridge, of the 6000 series Pullman-built cars painted in their original 1950 paint scheme, as they were delivered when new in 1950. For traction fans like me, that one short take makes the picture worthwhile. I think films like this one, Ulmer's DETOUR, D.O.A. with Edmund O'Brien,THE FUGITIVE with Harrison Ford, and others of the film noir genre, (big city crime dramas) make it interesting if for nothing other than the fact that I know Chicago and San Francisco intimately and recognize most of the street locations. Other wise it's a really droll boring film!",negative
"I rented this film on Netflix after it won all the Oscars, to see if it was really that good.<br /><br />The Hurt Locker is a very realistic portrayal (for the most part) of a group of soldier's rotation in Iraq. The film centers around Will James, a reckless soldier who gets his adrenaline fix from taking risks, and defusing bombs.<br /><br />Where this film seems to lack in my opinion is the Plot and Direction of the movie. This film has no clear plot unlike other films such as Black Hawk Down. What this film tries to do is focus more on the characters, and their different attitudes about the war. Bigelow does an okay job of focusing on the characters, but there are many points in the film where the dialogue seems to drag. Hurt Locker is 131 minutes long, yet it feels like a 3 hour movie.<br /><br />One scene in the movie that was particularly awful, and ruined the films perfect credibility, was the sniping scene halfway through the movie. It was both unrealistic, and very long.<br /><br />Overall, I thought this film was OKAY, but the reason I gave it a 6 instead of a 7, was because it was a major letdown for winning Best Picture at the Oscars. I felt like this film could have been so much better considering Saving Private Ryan lost Best Picture, but was much better than this film. Another notable mention is Black Hawk Down which only won 2 Oscars. I honestly do not know how this won best picture.<br /><br />If you are looking for an action packed war flick, rent Black Hawk Down. This film will be forgotten in a year or two.",negative
"I wasn't really hoping for much when I went to see this. After Mst3king the heck out of JasonX with some friends though, I was hoping for a similar experience here.<br /><br />Unfortunately the movie took itself way too seriously. Do I care about Jason's problems? I'm sorry no. There are a legion Ft13th movies that cover that anyway. At at then end of the day, he's an undead serial killer, I'm just not going to get that sympathetic.<br /><br />Freddy was by far the most interesting aspect of the movie with the hallucinations and what not, but unfortunately they were few and far between and by the end of the movie, it had degenerated into a bad episode of celebrity deathmatch...only not funny.<br /><br />",negative
"CRYSTAL VOYAGER is a strange documentary about an eccentric surfer living in Australia. An American by birth George Greenough has surfed and photographed himself, friends and recently, dolphins, in Australia for 35 years, all using various re invented cameras which he either straps on his back, board or boat. In the mid 70s he teamed up with Surf Mag editor and budding film maker David Elfick to create this visually interesting tale about this life and photography. The 75 minute feature CRYSTAL VOYAGER is the result. Even in the 70s audiences were a bit puzzled by this film, neither surf-ing movie nor surf movie, because George swims about on a children's zippy board, not a real surfboard.... it offset the tedious droning of George (occasionally so dry or droll that it was actually funny.. like almost setting himself on fire or falling over something) with a spectacular 'you are there' power glide through a wave that ran for 23 minutes all set to Pink Floyd music. In 1974 when the Sydney Opera house opened, it also contained a cinema. Crystal Voyager was booked in there as an arty-sporty OZ pic and by default became a hit: as the 'opera house tickets' cost far more than a movie ticket, audiences flocked to see this film as an excuse to 'have been to the Sydney Opera House'...so the film did record business as a low budget attraction to locals and tourists who wanted to tell neighbors that they had seen a show 'there'. This created this myth that the film was a huge crowd puller and the reputation spread. As a result it was teamed with the fantasy cartoon FANTASTIC PLANET and had a trippy run through the UK and Europe as a double feature. I ran it at a coastal cinema in the 70s and the crowd was rather nonplussed about it all. Recently George has re emerged Lord Of The Flies style with another well photographed sea adventure called DOLPHIN GLIDE that offers viewers a dive and swim with the wild dolphins of Byron Bay. It is an eccentric 20 min short with an even more eccentric 20 min 'how George did it' short. Each were met with a collective yawn by both the media and the pubic in January 2005.... all of which makes CRYSTAL VOYAGER a 'you had to have been there' fluke all those years ago. However at a special Oz Surf night at an outdoor cinema last year 2000 people turned up....but then 2000 turn up every night to see anything there during this summer season of films.....so the damned thing fluked another box office binge. How many actually enjoyed it is very much open to debate. Again they were more than likely just plain puzzled by this mad film with an astonishing reputation. Elfick however, since 1975, has gone onto a stellar career as a major producer and director of many lauded Australian and international films. Look up NO WORRIES or STARSTRUCK or UNDERCOVER or RABBIT PROOF FENCE or LOVE IN LIMBO for clear and present applause at his achievements. George, however, is still floating around out there somewhere droning away and looking for something else to film, or drop a camera on.",negative
"I'll make this brief. This was a joy to watch. It may or may not have been more effective if the characters had resembled their real life counterparts, but aside from this minor observation I found the fantasy animal characters to be most enjoyable. The visuals were most stunning except for the second-rate CG scenes, which could have been left out. I dislike computer generated animation anyways, it defeats the purpose of a biopic such as this one. Watch it, you will appreciate it too!",positive
"I saw Insomniac's Nightmare not to long ago for the first time and I have to say, I really found it to be quite good. If you are a fan of Dominic Monaghan you will love it. The hole movie takes place inside his mind -or does it? The acting from everyone else is a little rushed and shaky and some of the scenes could be cut down but it works out in the end. The extras on the DVD are just as great as the film, if not greater for those Dom fans. It has tons of candid moments from the set, outtakes and a great interview with the director. Anyone who has gone through making an independent film will love to watch Tess (the director), Dom and everyone else on the very small close personal set try to bang out this little trippy creepy film. It was pretty enjoyable and I'm glad to have it in my collection.",positive
"Low budget, mostly no name actors. . . this is what a campy horror flick is supposed to be all about. These are the types of movies that kept me on the edge of my seat as a kid staying up too late to watch cable. If you liked the 80's horror scene this is the movie for you.",positive
